FID,OBJECTID,EXPEDIENTE,T_PROCESO,NOMBRE,OBSERV,ID_PROC_PT,COOR_ESTE,COOR_NORTE,Georrefere,Fecha,Sitio,Vereda,Georrefe_1,Orientacio,Orientac_1,Cobertura,Curvatura,Distancia_,Distancia1,Distanci_1,DTM,Geologia,Geomorfolo,NDVI,Orientac_2,Rugosidad,Slope,TPI,UGS
365,"1,138", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f136-FI,0.000000000000000,0.000000000000000, , , , , ,205.000000000000000,0.000000000000000,15,0.1125000,513.1090088,"1,078.9200439",76.0345001,"2,577.5700684",7,69,0.3700570,213.0399933,150,23.2698002,38.8004990,8
366,"1,139", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f137-FI,0.000000000000000,0.000000000000000, , , , , ,93.000000000000000,0.000000000000000,1,-2.4929700,88.3883972,911.4719849,12.5000000,"2,465.0000000",7,63,0.1411630,93.2853012,160,7.5759802,-10.0344000,43
367,"1,140", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f138-FI,0.000000000000000,0.000000000000000, , , , , ,2.000000000000000,0.000000000000000,1,1.7914100,53.0330009,824.0520020,142.5220032,"2,444.7600098",7,63,0.1165630,1.5300900,205,14.3598003,8.3342304,43
368,"1,141", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f139-FI,0.000000000000000,0.000000000000000, , , , , ,355.000000000000000,0.000000000000000,16,1.4859400,37.5000000,794.5120239,180.2779999,"2,431.5000000",7,63,0.1240280,354.9240112,221,24.9200001,-2.0996101,43
369,"1,142", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f140-FI,0.000000000000000,0.000000000000000, , , , , ,22.000000000000000,0.000000000000000,1,-1.1345299,385.0729980,"1,822.4300537",39.5284996,"2,473.5000000",7,69,0.1807970,21.6921997,193,17.4258995,-23.7912998,43
370,"1,143", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f141-FI,0.000000000000000,0.000000000000000, , , , , ,166.000000000000000,0.000000000000000,14,-1.0235900,39.5284996,999.0620117,125.0000000,"2,843.2099609",7,6,0.1520070,165.8719940,156,8.0136604,-15.1478996,8
371,"1,144", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f142-FI,0.000000000000000,0.000000000000000, , , , , ,76.000000000000000,0.000000000000000,10,2.8298399,83.8525009,"2,409.3898926",35.3553009,"2,947.0000000",6,62,0.4406790,55.5922012,155,21.7432003,6.5942402,36
372,"1,145", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f143-FI,0.000000000000000,0.000000000000000, , , , , ,46.000000000000000,0.000000000000000,10,-0.3729690,50.0000000,"2,565.9099121",25.0000000,"2,705.7500000",7,68,0.3428180,45.5217018,175,12.2385998,-3.1220701,40
373,"1,146", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f144-FI,0.000000000000000,0.000000000000000, , , , , ,135.000000000000000,0.000000000000000,6,-1.8178101,173.6560059,"3,290.3701172",201.9440002,"2,746.3898926",7,69,0.4295150,135.0879974,120,16.8822994,-21.6718998,43
374,"1,147", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f145-FI,0.000000000000000,0.000000000000000, , , , , ,123.000000000000000,0.000000000000000,6,-1.1376600,123.7440033,"3,368.1599121",200.3899994,"2,761.5000000",7,69,0.4447290,122.7770004,79,27.3710995,-7.6511202,43
375,"1,148", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f146-FI,0.000000000000000,0.000000000000000, , , , , ,117.000000000000000,0.000000000000000,6,-0.6278130,123.7440033,"3,383.7199707",257.6940002,"2,753.5900879",7,69,0.4222740,109.4670029,122,17.6058006,-9.1684599,43
376,"1,149", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f147-FI,0.000000000000000,0.000000000000000, , , , , ,111.000000000000000,0.000000000000000,11,1.9609400,39.5284996,"3,716.9599609",51.5387993,"2,864.6899414",7,68,0.4576890,110.5839996,158,7.2723398,19.3596001,43
377,"1,150", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f148-FI,0.000000000000000,0.000000000000000, , , , , ,147.000000000000000,0.000000000000000,9,-1.8903100,25.0000000,"3,647.2600098",37.5000000,"2,833.0000000",7,69,0.5100790,147.4830017,50,34.0820999,-4.3720698,43
378,"1,151", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f149-FI,0.000000000000000,0.000000000000000, , , , , ,147.000000000000000,0.000000000000000,10,-0.1954690,156.6250000,"1,689.4000244",45.0694008,"2,748.2099609",7,68,0.0838026,147.2559967,137,12.5384998,1.9589800,40
379,"1,152", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f150-FI,0.000000000000000,0.000000000000000, , , , , ,115.000000000000000,0.000000000000000,10,-0.3518750,107.5289993,"1,674.5300293",62.5000000,"2,737.1699219",7,68,0.0826612,114.6309967,137,13.1181002,-0.7414550,40
380,"1,153", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f151-FI,0.000000000000000,0.000000000000000, , , , , ,159.000000000000000,0.000000000000000,9,0.2285940,100.7779999,986.1539917,233.5189972,"2,994.0000000",7,69,0.3259260,158.8309937,131,14.9833002,-6.1530800,43
381,"1,154", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f152-FI,0.000000000000000,0.000000000000000, , , , , ,-1.000000000000000,0.000000000000000,11,-0.0000000,37.5000000,"2,481.1799316",70.7107010,"2,890.0000000",4,69,0.1431100,-1.0000000,180,0.0000000,-13.7743998,42
382,"1,155", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f153-FI,0.000000000000000,0.000000000000000, , , , , ,358.000000000000000,0.000000000000000,14,-0.3846880,117.9250031,"2,337.7299805",364.4339905,"2,902.4299316",7,18,0.4582340,349.6310120,224,23.2901001,-4.4697299,43
383,"1,156", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f154-FI,0.000000000000000,0.000000000000000, , , , , ,21.000000000000000,0.000000000000000,14,-0.1621880,72.8869019,"2,332.0100098",336.5729980,"2,892.0000000",7,18,0.5074370,21.1168995,194,19.3752003,-10.4861002,43
384,"1,157", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f155-FI,0.000000000000000,0.000000000000000, , , , , ,266.000000000000000,0.000000000000000,11,-0.7235940,50.0000000,878.6530151,429.5710144,"3,216.5400391",7,18,0.3444900,265.8580017,208,18.9983006,-11.0468998,8
385,"1,158", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f156-FI,0.000000000000000,0.000000000000000, , , , , ,125.000000000000000,0.000000000000000,11,0.1940630,55.9016991,583.6309814,35.3553009,"3,167.9199219",7,18,0.3617130,124.7789993,152,8.2930899,-16.9165001,8
386,"1,159", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f157-FI,0.000000000000000,0.000000000000000, , , , , ,187.000000000000000,0.000000000000000,11,-1.0478100,309.4849854,"1,088.7199707",245.5859985,"2,881.0000000",5,52,0.2088650,180.5090027,59,39.4145012,-16.3047009,7
387,"1,160", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f158-FI,0.000000000000000,0.000000000000000, , , , , ,271.000000000000000,0.000000000000000,11,-0.4892190,275.0000000,"1,725.7199707",25.0000000,"2,811.1398926",5,52,0.2498020,270.5020142,220,30.5231991,-5.9377398,7
388,"1,161", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f159-FI,0.000000000000000,0.000000000000000, , , , , ,231.000000000000000,0.000000000000000,11,1.1090600,25.0000000,"1,140.5200195",302.3349915,"2,989.7199707",5,52,0.1887490,242.1419983,183,29.3087997,3.1923800,7
389,"1,162", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f160-FI,0.000000000000000,0.000000000000000, , , , , ,129.000000000000000,0.000000000000000,11,-0.4571880,106.8000031,412.6889954,162.5000000,"2,990.0000000",7,18,0.2331960,129.4440002,136,12.6420002,-3.8432600,43
390,"1,163", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f161-FI,0.000000000000000,0.000000000000000, , , , , ,23.000000000000000,0.000000000000000,11,-0.0653125,112.5000000,"2,746.1599121",39.5284996,"3,006.9399414",5,52,0.0944148,19.4631996,192,11.9516001,-1.4084500,18
391,"1,164", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f162-FI,0.000000000000000,0.000000000000000, , , , , ,200.000000000000000,0.000000000000000,11,0.3998440,25.0000000,"2,785.0600586",230.4889984,"2,850.0000000",5,70,0.1919800,194.6049957,142,18.1429005,-21.2000008,7
392,"1,165", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f163-FI,0.000000000000000,0.000000000000000, , , , , ,309.000000000000000,0.000000000000000,2,-0.0000000,150.5200043,"3,185.3400879",12.5000000,"2,900.0000000",5,52,0.1765720,315.0000000,181,0.3637920,15.4348001,7
393,"1,166", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f164-FI,0.000000000000000,0.000000000000000, , , , , ,317.000000000000000,0.000000000000000,11,-0.0000000,12.5000000,"3,430.5800781",35.3553009,"2,930.0000000",5,52,0.1916230,317.0809937,182,0.6755850,-7.8244600,7
394,"1,167", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f165-FI,0.000000000000000,0.000000000000000, , , , , ,315.000000000000000,0.000000000000000,11,1.7568800,187.9160004,568.1660156,446.6889954,"2,235.0000000",7,8,0.1461240,314.6659851,208,9.9839096,47.0913010,43
395,"1,168", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f166-FI,0.000000000000000,0.000000000000000, , , , , ,312.000000000000000,0.000000000000000,16,-0.0800000,35.3553009,"1,198.7600098",750.0000000,"1,940.0000000",7,8,0.2456090,311.5180054,212,11.6231003,-32.0382996,8
396,"1,169", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f167-FI,0.000000000000000,0.000000000000000, , , , , ,313.000000000000000,0.000000000000000,16,-0.4740630,37.5000000,"2,397.1298828",50.0000000,"2,370.0000000",7,52,0.3434770,312.8460083,223,16.2040005,-25.6067009,8
397,"1,170", ,"40,000.000000000000000","40,220.000000000000000",Maxar Vivid Imagery Basemaps 8/02/2020,AVRP-f168-FI,0.000000000000000,0.000000000000000, , , , , ,77.000000000000000,0.000000000000000,12,1.5293700,189.1589966,176.7769928,12.5000000,"2,275.2700195",9,65,0.2554100,76.2447968,68,42.7719002,5.8659701,48
398,"1,171", ,"40,000.000000000000000","40,220.000000000000000",Maxar Vivid Imagery Basemaps 8/02/2020,AVRP-f169-FI,0.000000000000000,0.000000000000000, , , , , ,46.000000000000000,0.000000000000000,4,0.7578130,53.0330009,450.8670044,115.2440033,"2,182.6599121",9,65,0.3490890,46.2309990,132,41.3040009,-33.9740982,48
399,"1,172", ,"40,000.000000000000000","40,220.000000000000000",Maxar Vivid Imagery Basemaps 8/02/2020,AVRP-f170-FI,0.000000000000000,0.000000000000000, , , , , ,39.000000000000000,0.000000000000000,12,-1.2412500,79.0569000,353.5530090,150.0000000,"2,157.3601074",9,65,0.1788090,39.0969009,142,43.9578018,4.3940401,48
400,"1,173", ,"40,000.000000000000000","40,220.000000000000000",Maxar Vivid Imagery Basemaps 8/02/2020,AVRP-f171-FI,0.000000000000000,0.000000000000000, , , , , ,252.000000000000000,0.000000000000000,14,-0.7225000,106.8000031,510.0549927,27.9507999,"2,647.4299316",7,3,0.3815340,252.2319946,198,24.0300999,-9.1186504,8
401,"1,174", ,"40,000.000000000000000","40,220.000000000000000",Google Earth,AVRP-f172-FI,0.000000000000000,0.000000000000000, , , , , ,354.000000000000000,0.000000000000000,14,-0.3723440,139.7539978,"1,393.7900391",100.7779999,"3,022.0000000",7,6,0.0814003,354.6600037,227,35.8694000,12.7763996,8
402,"1,175", ,"40,000.000000000000000","40,220.000000000000000",Google Earth,AVRP-f173-FI,0.000000000000000,0.000000000000000, , , , , ,134.000000000000000,0.000000000000000,14,-6.0279698,12.5000000,"1,464.4200439","1,062.5000000","3,214.5000000",11,53,0.0597350,133.7660065,0,46.7714996,-28.4314003,17
403,"1,176", ,"40,000.000000000000000","40,220.000000000000000",Google Earth,AVRP-f174-FI,0.000000000000000,0.000000000000000, , , , , ,102.000000000000000,0.000000000000000,14,-1.2121900,37.5000000,"1,010.0300293",237.1710052,"2,960.7299805",2,18,0.1044720,102.2710037,100,24.7700996,-33.4275017,5
404,"1,177", ,"40,000.000000000000000","40,220.000000000000000",Google Earth,AVRP-f175-FI,0.000000000000000,0.000000000000000, , , , , ,66.000000000000000,0.000000000000000,14,1.0562500,0.0000000,"1,316.5400391","1,009.7199707","3,253.0000000",11,53,0.0561748,66.0619965,115,33.2298012,2.1523399,17
405,"1,178", ,"40,000.000000000000000","40,220.000000000000000",Google Earth,AVRP-f176-FI,0.000000000000000,0.000000000000000, , , , , ,184.000000000000000,0.000000000000000,14,0.9123440,17.6777000,"1,145.9799805",934.1610107,"3,231.3200684",11,53,0.0537006,189.7610016,70,40.1109009,2.1513700,17
406,"1,179", ,"40,000.000000000000000","40,220.000000000000000",Google Earth,AVRP-f177-FI,0.000000000000000,0.000000000000000, , , , , ,92.000000000000000,0.000000000000000,14,-1.8846900,35.3553009,"1,136.9499512",800.3909912,"3,114.7399902",11,53,0.0586004,91.7397003,91,29.6450005,-34.4192009,17
407,"1,180", ,"40,000.000000000000000","40,220.000000000000000",Google Earth,AVRP-f178-FI,0.000000000000000,0.000000000000000, , , , , ,107.000000000000000,0.000000000000000,14,-0.0885938,12.5000000,"1,318.9100342",961.7689819,"3,239.7800293",11,53,0.0577103,112.1650009,110,20.4580002,17.4417000,17
408,"1,181", ,"40,000.000000000000000","40,220.000000000000000",Google Earth,AVRP-f179-FI,0.000000000000000,0.000000000000000, , , , , ,72.000000000000000,0.000000000000000,14,-0.9026560,39.5284996,"1,030.7800293",625.5000000,"3,065.8300781",11,53,0.0579759,71.7531967,126,25.9925003,-9.6909199,43
409,"1,182", ,"40,000.000000000000000","40,220.000000000000000",Google Earth,AVRP-f180-FI,0.000000000000000,0.000000000000000, , , , , ,83.000000000000000,0.000000000000000,14,-0.9929690,39.5284996,"1,693.9699707","1,093.3000488","3,289.5000000",11,53,0.0846727,82.5521011,92,32.6679993,6.4553199,17
410,"1,183", ,"40,000.000000000000000","40,220.000000000000000",Google Earth,AVRP-f181-FI,0.000000000000000,0.000000000000000, , , , , ,111.000000000000000,0.000000000000000,14,-0.1928130,12.5000000,"1,539.5799561","1,096.1600342","3,185.8798828",11,53,0.0638487,110.9369965,42,37.6455002,-14.7065001,17
411,"1,184", ,"40,000.000000000000000","40,220.000000000000000",Google Earth,AVRP-f182-FI,0.000000000000000,0.000000000000000, , , , , ,130.000000000000000,0.000000000000000,14,0.0492188,0.0000000,"1,453.7099609","1,063.1600342","3,247.1298828",11,53,0.0595936,129.8419952,64,30.4115009,-11.0969000,17
412,"1,185", ,"40,000.000000000000000","40,220.000000000000000",Google Earth,AVRP-f183-FI,0.000000000000000,0.000000000000000, , , , , ,112.000000000000000,0.000000000000000,14,1.0335900,25.0000000,"1,625.0000000","1,238.0699463","3,356.1699219",11,53,0.0615385,111.6719971,42,37.4584007,3.2602501,17
413,"1,186", ,"40,000.000000000000000","40,220.000000000000000",Google Earth,AVRP-f184-FI,0.000000000000000,0.000000000000000, , , , , ,43.000000000000000,0.000000000000000,14,-0.7442190,27.9507999,"1,819.0400391",645.7800293,"3,135.5000000",11,10,0.0856430,42.9249001,152,34.2997017,-24.0312996,16
414,"1,187", ,"40,000.000000000000000","40,220.000000000000000",Google Earth,AVRP-f185-FI,0.000000000000000,0.000000000000000, , , , , ,52.000000000000000,0.000000000000000,14,-0.4309370,90.1388016,"1,507.4799805",151.0379944,"3,117.8701172",11,51,0.0713791,51.6384010,150,27.5839005,-16.4071999,16
415,"1,188", ,"40,000.000000000000000","40,220.000000000000000",Google Earth,AVRP-f186-FI,0.000000000000000,0.000000000000000, , , , , ,34.000000000000000,0.000000000000000,14,-0.9934380,51.5387993,"1,689.1700439",128.6950073,"3,255.5200195",11,51,0.1028090,33.6021004,179,23.4902000,-3.7451200,16
416,"1,189", ,"40,000.000000000000000","40,220.000000000000000",Google Earth,AVRP-f187-FI,0.000000000000000,0.000000000000000, , , , , ,124.000000000000000,0.000000000000000,14,1.6262500,0.0000000,"1,029.7099609","1,362.5000000","3,109.0500488",11,10,0.0371922,124.3949966,98,22.5002003,-39.8296013,17
417,"1,190", ,"40,000.000000000000000","40,220.000000000000000",Google Earth,AVRP-f188-FI,0.000000000000000,0.000000000000000, , , , , ,113.000000000000000,0.000000000000000,14,4.2865601,63.7377014,"1,006.3099976","1,377.0400391","3,112.6101074",11,10,0.0445278,109.3909988,102,23.1084995,-42.2915001,17
418,"1,191", ,"40,000.000000000000000","40,220.000000000000000",Google Earth,AVRP-f189-FI,0.000000000000000,0.000000000000000, , , , , ,13.000000000000000,0.000000000000000,14,1.9021900,209.5379944,"1,145.7800293","1,290.5899658","3,191.1999512",11,53,0.0371581,13.1050997,191,47.8092995,-24.8017998,17
419,"1,192", ,"40,000.000000000000000","40,220.000000000000000",Google Earth,AVRP-f190-FI,0.000000000000000,0.000000000000000, , , , , ,11.000000000000000,0.000000000000000,14,-0.7381250,262.5000000,"1,093.3000488","1,363.0200195","3,213.0000000",11,53,0.0414695,13.1316996,199,39.8620987,0.5856930,17
420,"1,193", ,"40,000.000000000000000","40,220.000000000000000",Google Earth,AVRP-f191-FI,0.000000000000000,0.000000000000000, , , , , ,92.000000000000000,0.000000000000000,14,-1.2500000,39.5284996,752.5999756,"1,262.5600586","3,240.4899902",11,53,0.0394705,92.6311035,92,29.2315006,-6.3456998,17
421,"1,194", ,"40,000.000000000000000","40,220.000000000000000",Google Earth,AVRP-f192-FI,0.000000000000000,0.000000000000000, , , , , ,49.000000000000000,0.000000000000000,14,-1.8151600,27.9507999,"2,155.6999512",285.0440063,"3,224.5000000",11,8,0.0841891,49.2580986,160,22.9720001,-5.2324200,16
422,"1,195", ,"40,000.000000000000000","40,220.000000000000000",Google Earth,AVRP-f193-FI,0.000000000000000,0.000000000000000, , , , , ,222.000000000000000,0.000000000000000,15,-0.8642190,0.0000000,154.6159973,111.8030014,"3,383.6599121",7,7,0.0818914,224.0480042,0,29.5049992,-0.3601070,8
423,"1,196", ,"40,000.000000000000000","40,220.000000000000000",Google Earth,AVRP-f194-FI,0.000000000000000,0.000000000000000, , , , , ,262.000000000000000,0.000000000000000,15,-0.5526560,25.0000000,335.4100037,115.2440033,"3,399.5000000",7,7,0.0646662,262.3900146,210,26.6305008,-3.6037600,8
424,"1,197", ,"40,000.000000000000000","40,220.000000000000000",Google Earth,AVRP-f195-FI,0.000000000000000,0.000000000000000, , , , , ,224.000000000000000,0.000000000000000,15,0.2476560,17.6777000,654.0739746,17.6777000,"3,413.6398926",7,7,0.0644772,223.8679962,159,26.8670006,4.2731900,8
425,"1,198", ,"40,000.000000000000000","40,220.000000000000000",Google Earth,AVRP-f196-FI,0.000000000000000,0.000000000000000, , , , , ,81.000000000000000,0.000000000000000,15,-0.3671880,159.0989990,132.8769989,394.6910095,"3,272.0000000",7,7,0.0691025,83.0140991,127,21.3418999,-15.6747999,8
426,"1,199", ,"40,000.000000000000000","40,220.000000000000000",Google Earth,AVRP-f197-FI,0.000000000000000,0.000000000000000, , , , , ,23.000000000000000,0.000000000000000,14,0.2601560,25.0000000,"1,555.6300049",637.6229858,"3,184.5000000",7,11,0.1093180,19.3292999,189,39.0251999,-16.1667004,8
427,"1,200", ,"40,000.000000000000000","40,220.000000000000000",Google Earth,AVRP-f198-FI,0.000000000000000,0.000000000000000, , , , , ,286.000000000000000,0.000000000000000,15,-1.2473400,100.0000000,875.0889893,772.1719971,"3,145.5000000",7,11,0.0990914,286.3269958,239,39.3217010,-3.1447799,8
